ResponseID,BranchNum,Date_of_Survey,Time_of_Survey,SurveyQuestion1,SurveyQuestion2
1467,9,1/23/2020 0:00,10:35:00 AM,4,4
1468,2,1/23/2020 0:00,4:02:00 PM,4,5
1469,28,1/22/2020 0:00,9:12:00 AM,4,4
1470,25,1/22/2020 0:00,9:53:00 AM,4,4
1471,25,1/22/2020 0:00,3:32:00 PM,4,4
1472,1,1/22/2020 0:00,4:05:00 PM,3,3
1473,9,1/22/2020 0:00,4:33:00 PM,4,4
1474,22,1/22/2020 0:00,4:26:00 PM,5,5
1475,9,1/22/2020 0:00,5:19:00 PM,5,4
1476,9,1/22/2020 0:00,6:13:00 PM,5,5
1477,40,1/22/2020 0:00,10:07:00 PM,5,5
1478,31,1/22/2020 0:00,10:47:00 PM,5,5
1479,31,1/22/2020 0:00,11:33:00 PM,5,5
1480,9,1/21/2020 0:00,6:19:00 AM,2,4
1481,9,1/21/2020 0:00,7:45:00 AM,5,5
1482,19,1/21/2020 0:00,8:05:00 AM,4,4
1483,29,1/21/2020 0:00,8:24:00 AM,5,4
1484,16,1/21/2020 0:00,9:16:00 AM,5,4
1485,9,1/21/2020 0:00,1:35:00 PM,5,5
1486,8,1/21/2020 0:00,1:38:00 PM,4,3
1487,30,1/21/2020 0:00,5:33:00 PM,4,4
1488,26,1/20/2020 0:00,4:51:00 PM,5,5
1489,9,1/20/2020 0:00,5:08:00 PM,3,3
1490,23,1/20/2020 0:00,7:29:00 PM,5,5
1491,32,1/19/2020 0:00,6:47:00 PM,4,4
1492,9,1/19/2020 0:00,2:38:00 AM,5,5
1493,30,1/19/2020 0:00,1:46:00 PM,3,3
1494,31,1/18/2020 0:00,7:00:00 PM,5,5
1495,40,1/18/2020 0:00,7:22:00 PM,5,5
1496,9,1/18/2020 0:00,8:27:00 PM,5,5
1497,30,1/18/2020 0:00,10:15:00 PM,5,5
1498,30,1/18/2020 0:00,10:34:00 PM,5,5
1499,32,1/18/2020 0:00,6:06:00 AM,5,4
1500,17,1/18/2020 0:00,7:16:00 AM,2,3
1501,9,1/18/2020 0:00,3:02:00 PM,5,5
1502,1,1/17/2020 0:00,3:24:00 PM,4,4
1503,13,1/17/2020 0:00,5:19:00 PM,5,4
1504,3,1/17/2020 0:00,5:18:00 AM,5,5
1505,18,1/17/2020 0:00,7:50:00 AM,5,5
1506,31,1/17/2020 0:00,8:02:00 AM,5,5
1507,40,1/17/2020 0:00,8:50:00 AM,5,5
1508,2,1/17/2020 0:00,9:37:00 AM,5,5
1509,2,1/17/2020 0:00,9:54:00 AM,5,4
1510,25,1/17/2020 0:00,10:10:00 AM,4,4
1511,40,1/17/2020 0:00,11:26:00 AM,5,5
1512,3,1/17/2020 0:00,12:05:00 PM,4,4
1513,18,1/17/2020 0:00,12:16:00 PM,4,5
1514,9,1/16/2020 0:00,10:11:00 AM,4,5
1515,32,1/16/2020 0:00,2:47:00 PM,5,5
1516,32,1/16/2020 0:00,3:15:00 PM,3,4
1517,40,1/16/2020 0:00,3:24:00 PM,5,5
1518,32,1/16/2020 0:00,3:27:00 PM,5,5
1519,25,1/16/2020 0:00,3:34:00 PM,4,4
1520,23,1/16/2020 0:00,4:18:00 PM,5,5
1521,9,1/16/2020 0:00,4:25:00 PM,5,4
1522,40,1/16/2020 0:00,4:45:00 PM,2,4
1523,30,1/16/2020 0:00,5:24:00 PM,5,5
1524,21,1/16/2020 0:00,5:44:00 PM,5,5
1525,9,1/16/2020 0:00,6:44:00 PM,5,4
1526,15,1/16/2020 0:00,8:09:00 PM,4,5
1527,43,1/16/2020 0:00,9:22:00 PM,5,4
1528,19,1/16/2020 0:00,9:39:00 PM,5,4
1529,7,1/15/2020 0:00,7:13:00 AM,5,5
1530,31,1/15/2020 0:00,7:46:00 AM,3,3
1531,23,1/15/2020 0:00,10:35:00 AM,5,5
1532,40,1/15/2020 0:00,1:33:00 PM,5,4
1533,28,1/15/2020 0:00,7:12:00 PM,2,3
1534,22,1/14/2020 0:00,6:27:00 AM,5,4
1535,1,1/14/2020 0:00,7:07:00 AM,4,4
1536,19,1/14/2020 0:00,7:20:00 AM,5,5
1537,16,1/14/2020 0:00,7:26:00 AM,5,5
1538,23,1/14/2020 0:00,2:00:00 PM,3,3
1539,9,1/14/2020 0:00,4:35:00 PM,5,4
1540,40,1/14/2020 0:00,7:21:00 PM,5,5
1541,16,1/13/2020 0:00,8:00:00 AM,5,4
1542,32,1/13/2020 0:00,9:25:00 AM,5,5
1543,22,1/13/2020 0:00,5:11:00 AM,4,4
1544,42,1/13/2020 0:00,6:37:00 AM,4,4
1545,9,1/12/2020 0:00,6:34:00 AM,5,5
1546,6,1/12/2020 0:00,7:03:00 AM,5,5
1547,9,1/12/2020 0:00,8:51:00 AM,4,4
1548,31,1/12/2020 0:00,11:08:00 AM,5,5
1549,25,1/12/2020 0:00,1:30:00 PM,4,4
1550,6,1/12/2020 0:00,7:14:00 PM,5,5
1551,40,1/12/2020 0:00,9:39:00 PM,3,4
1552,19,1/12/2020 0:00,11:40:00 PM,5,5
1553,42,1/11/2020 0:00,6:56:00 AM,5,5
1554,27,1/11/2020 0:00,7:23:00 AM,5,3
1555,9,1/11/2020 0:00,7:50:00 AM,5,5
1556,25,1/11/2020 0:00,8:49:00 AM,5,5
1557,32,1/11/2020 0:00,9:36:00 AM,5,5
1558,32,1/11/2020 0:00,9:44:00 AM,4,4
1559,24,1/11/2020 0:00,7:10:00 PM,5,5
1560,23,1/11/2020 0:00,10:03:00 PM,5,4
1561,8,1/10/2020 0:00,6:20:00 AM,4,4
1562,5,1/10/2020 0:00,6:38:00 AM,5,5
1563,31,1/10/2020 0:00,9:39:00 AM,3,3
1564,40,1/10/2020 0:00,9:43:00 AM,5,5
1565,9,1/10/2020 0:00,10:21:00 AM,5,5
1566,13,1/10/2020 0:00,1:17:00 PM,5,5
1567,9,1/10/2020 0:00,5:16:00 PM,4,5
1568,40,1/10/2020 0:00,6:17:00 PM,5,5
1569,32,1/9/2020 0:00,5:32:00 AM,5,4
1570,31,1/9/2020 0:00,6:41:00 AM,4,4
1571,32,1/9/2020 0:00,6:22:00 AM,5,5
1572,25,1/9/2020 0:00,10:35:00 AM,5,5
1573,9,1/9/2020 0:00,10:51:00 AM,5,5
1574,31,1/9/2020 0:00,11:20:00 AM,5,5
1575,40,1/9/2020 0:00,11:59:00 AM,5,4
1576,25,1/9/2020 0:00,3:31:00 PM,4,4
1577,40,1/9/2020 0:00,4:09:00 PM,4,3
1578,18,1/9/2020 0:00,4:58:00 PM,2,3
1579,25,1/9/2020 0:00,5:05:00 PM,2,3
1580,25,1/8/2020 0:00,6:20:00 AM,3,4
1581,40,1/8/2020 0:00,6:30:00 AM,5,5
1582,24,1/8/2020 0:00,7:06:00 AM,5,5
1583,8,1/8/2020 0:00,7:42:00 AM,5,4
1584,19,1/8/2020 0:00,8:54:00 AM,5,5
1585,2,1/8/2020 0:00,9:37:00 AM,5,5
1586,2,1/8/2020 0:00,3:10:00 PM,5,5
1587,31,1/8/2020 0:00,5:57:00 AM,5,5
1588,30,1/7/2020 0:00,9:18:00 AM,5,4
1589,12,1/7/2020 0:00,10:04:00 AM,5,4
1590,25,1/7/2020 0:00,11:29:00 AM,5,4
1591,5,1/7/2020 0:00,12:28:00 PM,5,5
1592,15,1/7/2020 0:00,8:45:00 PM,5,5
1593,9,1/7/2020 0:00,7:05:00 AM,4,4
1594,34,1/6/2020 0:00,9:36:00 PM,5,5
1595,23,1/5/2020 0:00,11:50:00 AM,5,5
1596,9,1/5/2020 0:00,4:17:00 PM,5,4
1597,31,1/5/2020 0:00,4:51:00 PM,5,5
1598,9,1/5/2020 0:00,7:46:00 PM,4,4
1599,31,1/4/2020 0:00,5:37:00 AM,5,5
1600,16,1/4/2020 0:00,6:30:00 AM,5,5
1601,13,1/4/2020 0:00,7:41:00 AM,5,5
1602,23,1/4/2020 0:00,8:27:00 AM,5,5
1603,32,1/4/2020 0:00,9:40:00 AM,4,3
1604,19,1/4/2020 0:00,9:54:00 AM,5,5
1605,28,1/4/2020 0:00,12:01:00 PM,5,5
1606,42,1/4/2020 0:00,12:18:00 PM,5,5
1607,9,1/4/2020 0:00,6:45:00 PM,1,1
1608,2,1/4/2020 0:00,8:39:00 PM,5,5
1609,32,1/4/2020 0:00,9:34:00 PM,4,4
1610,15,1/3/2020 0:00,8:58:00 AM,5,4
1611,23,1/3/2020 0:00,10:55:00 AM,5,5
1612,9,1/3/2020 0:00,12:59:00 PM,1,4
1613,40,1/3/2020 0:00,2:54:00 PM,5,5
1614,9,1/3/2020 0:00,10:18:00 PM,4,4
1615,2,1/2/2020 0:00,12:15:00 PM,4,4
1616,32,1/2/2020 0:00,12:16:00 PM,5,5
1617,21,1/1/2020 0:00,8:13:00 AM,5,5
1618,9,1/1/2020 0:00,12:07:00 PM,4,3
1619,21,1/1/2020 0:00,7:42:00 AM,5,5
1620,25,12/31/2019 0:00,1:23:00 PM,4,4
1621,42,12/31/2019 0:00,2:15:00 PM,1,1
1622,2,12/31/2019 0:00,4:15:00 PM,5,5
1623,25,12/31/2019 0:00,6:13:00 PM,5,3
1624,10,12/31/2019 0:00,8:11:00 PM,5,5
1625,9,12/31/2019 0:00,5:21:00 AM,4,4
1626,27,12/31/2019 0:00,7:26:00 AM,5,5
1627,32,12/31/2019 0:00,7:13:00 AM,4,4
1628,9,12/31/2019 0:00,8:30:00 AM,4,5
1629,9,12/31/2019 0:00,8:45:00 AM,5,5
1630,1,12/31/2019 0:00,9:47:00 AM,3,4
1631,32,12/31/2019 0:00,9:50:00 AM,5,5
1632,2,12/31/2019 0:00,11:06:00 AM,5,5
1633,31,12/31/2019 0:00,12:29:00 PM,4,5
1634,40,12/30/2019 0:00,11:56:00 AM,2,3
1635,40,12/29/2019 0:00,10:37:00 AM,2,3
1636,20,12/28/2019 0:00,9:09:00 AM,5,5
1637,9,12/28/2019 0:00,10:34:00 AM,5,5
1638,13,12/28/2019 0:00,10:34:00 AM,4,4
1639,31,12/28/2019 0:00,12:47:00 PM,5,4
1640,9,12/28/2019 0:00,4:19:00 PM,5,5
1641,19,12/28/2019 0:00,4:33:00 PM,5,5
1642,40,12/28/2019 0:00,10:29:00 PM,5,5
1643,32,12/28/2019 0:00,6:38:00 AM,4,5
1644,25,12/28/2019 0:00,8:13:00 AM,5,5
1645,32,12/27/2019 0:00,8:30:00 AM,2,3
1646,30,12/26/2019 0:00,6:37:00 AM,5,5
1647,5,12/26/2019 0:00,10:05:00 AM,5,5
1648,9,12/26/2019 0:00,2:01:00 PM,3,4
1649,40,12/26/2019 0:00,3:25:00 PM,4,4
1650,32,12/26/2019 0:00,3:54:00 PM,5,5
1651,9,12/26/2019 0:00,10:10:00 PM,5,5
1652,23,12/25/2019 0:00,6:54:00 AM,5,5
1653,4,12/25/2019 0:00,12:58:00 PM,3,3
1654,19,12/25/2019 0:00,1:25:00 PM,5,5
1655,25,12/25/2019 0:00,3:14:00 PM,3,3
1656,9,12/24/2019 0:00,5:24:00 AM,4,5
1657,23,12/24/2019 0:00,6:47:00 AM,1,1
1658,32,12/24/2019 0:00,7:29:00 AM,5,5
1659,25,12/24/2019 0:00,8:12:00 AM,5,4
1660,1,12/24/2019 0:00,9:09:00 AM,5,5
1661,25,12/24/2019 0:00,9:18:00 PM,4,4
1662,1,12/23/2019 0:00,8:59:00 AM,4,4
1663,23,12/23/2019 0:00,12:10:00 PM,4,4
1664,23,12/23/2019 0:00,5:07:00 PM,5,5
1665,31,12/23/2019 0:00,8:08:00 PM,5,4
1666,43,12/22/2019 0:00,9:31:00 AM,3,4
1667,9,12/22/2019 0:00,11:35:00 AM,4,4
1668,31,12/22/2019 0:00,3:44:00 PM,5,5
1669,2,12/21/2019 0:00,6:38:00 AM,5,5
1670,28,12/21/2019 0:00,7:13:00 AM,5,5
1671,31,12/21/2019 0:00,7:51:00 AM,5,5
1672,23,12/21/2019 0:00,9:12:00 AM,5,5
1673,9,12/21/2019 0:00,9:27:00 AM,3,4
1674,2,12/21/2019 0:00,10:12:00 AM,5,5
1675,23,12/21/2019 0:00,12:39:00 PM,5,4
1676,40,12/21/2019 0:00,1:42:00 PM,5,4
1677,43,12/20/2019 0:00,6:05:00 AM,5,5
1678,35,12/20/2019 0:00,1:56:00 PM,5,5
1679,42,12/19/2019 0:00,5:18:00 AM,2,3
1680,17,12/19/2019 0:00,5:22:00 AM,5,5
1681,16,12/19/2019 0:00,6:40:00 AM,4,4
1682,22,12/19/2019 0:00,6:41:00 AM,4,5
1683,9,12/19/2019 0:00,6:43:00 AM,2,4
1684,40,12/19/2019 0:00,7:01:00 AM,2,3
1685,18,12/19/2019 0:00,7:59:00 AM,5,5
1686,27,12/19/2019 0:00,8:04:00 AM,5,5
1687,2,12/19/2019 0:00,3:31:00 PM,5,4
1688,9,12/19/2019 0:00,6:20:00 PM,5,5
1689,31,12/19/2019 0:00,7:41:00 PM,5,5
1690,32,12/18/2019 0:00,5:30:00 AM,3,3
1691,10,12/18/2019 0:00,6:22:00 AM,5,5
1692,19,12/18/2019 0:00,8:17:00 AM,5,5
1693,32,12/18/2019 0:00,8:53:00 AM,3,3
1694,33,12/18/2019 0:00,9:01:00 AM,3,3
1695,31,12/18/2019 0:00,1:46:00 PM,4,4
1696,32,12/18/2019 0:00,4:06:00 PM,4,4
1697,4,12/18/2019 0:00,7:40:00 PM,5,5
1698,9,12/18/2019 0:00,11:43:00 PM,4,4
1699,17,12/17/2019 0:00,5:22:00 AM,5,5
1700,32,12/17/2019 0:00,5:33:00 AM,5,5
1701,32,12/17/2019 0:00,5:50:00 AM,5,5
1702,10,12/17/2019 0:00,5:52:00 AM,5,5
1703,24,12/17/2019 0:00,6:16:00 AM,5,4
1704,31,12/17/2019 0:00,7:03:00 AM,5,5
1705,18,12/17/2019 0:00,7:04:00 AM,5,5
1706,21,12/17/2019 0:00,7:07:00 AM,1,1
1707,8,12/17/2019 0:00,8:06:00 AM,5,5
1708,9,12/17/2019 0:00,3:09:00 PM,5,5
1709,30,12/17/2019 0:00,4:23:00 PM,5,4
1710,40,12/17/2019 0:00,5:58:00 PM,5,5
1711,17,12/16/2019 0:00,6:14:00 AM,5,5
1712,6,12/16/2019 0:00,6:26:00 AM,5,5
1713,4,12/16/2019 0:00,8:02:00 AM,5,5
1714,21,12/16/2019 0:00,9:39:00 AM,5,5
1715,32,12/16/2019 0:00,11:35:00 AM,5,5
1716,27,12/16/2019 0:00,5:05:00 PM,5,5
1717,3,12/16/2019 0:00,10:52:00 PM,5,5
1718,39,12/15/2019 0:00,7:34:00 AM,5,4
1719,24,12/15/2019 0:00,5:12:00 PM,5,5
1720,12,12/15/2019 0:00,6:56:00 PM,4,4
1721,40,12/15/2019 0:00,11:25:00 PM,5,5
1722,9,12/14/2019 0:00,5:58:00 AM,1,2
1723,12,12/14/2019 0:00,6:06:00 AM,5,5
1724,23,12/14/2019 0:00,6:07:00 AM,4,4
1725,23,12/14/2019 0:00,7:07:00 AM,5,5
1726,23,12/14/2019 0:00,7:10:00 AM,5,5
1727,25,12/14/2019 0:00,7:35:00 AM,4,5
1728,2,12/14/2019 0:00,9:50:00 AM,4,4
1729,7,12/14/2019 0:00,10:07:00 AM,5,5
1730,42,12/14/2019 0:00,10:08:00 AM,3,3
1731,6,12/14/2019 0:00,10:25:00 AM,3,4
1732,9,12/14/2019 0:00,7:43:00 PM,5,3
1733,32,12/13/2019 0:00,4:13:00 PM,5,4
1734,40,12/13/2019 0:00,6:33:00 PM,4,4
1735,9,12/13/2019 0:00,7:59:00 PM,5,5
1736,9,12/13/2019 0:00,6:00:00 AM,5,4
1737,25,12/13/2019 0:00,6:45:00 AM,5,5
1738,40,12/13/2019 0:00,8:55:00 AM,5,5
1739,15,12/13/2019 0:00,1:25:00 PM,4,4
1740,13,12/13/2019 0:00,2:37:00 PM,5,5
1741,9,12/12/2019 0:00,5:29:00 AM,5,5
1742,20,12/12/2019 0:00,5:31:00 AM,5,5
1743,43,12/12/2019 0:00,6:17:00 AM,5,5
1744,9,12/12/2019 0:00,6:31:00 AM,3,3
1745,32,12/12/2019 0:00,4:54:00 PM,5,5
1746,30,12/12/2019 0:00,8:33:00 PM,5,4
1747,40,12/11/2019 0:00,1:32:00 AM,4,4
1748,19,12/11/2019 0:00,5:18:00 AM,5,5
1749,13,12/11/2019 0:00,7:31:00 AM,5,5
1750,23,12/11/2019 0:00,8:03:00 AM,5,5
1751,23,12/11/2019 0:00,8:16:00 AM,5,5
1752,40,12/11/2019 0:00,8:48:00 AM,5,5
1753,30,12/11/2019 0:00,9:46:00 AM,5,5
1754,9,12/11/2019 0:00,10:11:00 AM,5,5
1755,2,12/11/2019 0:00,10:43:00 AM,4,4
1756,32,12/11/2019 0:00,2:32:00 PM,5,5
1757,2,12/11/2019 0:00,6:33:00 PM,4,4
1758,22,12/10/2019 0:00,5:30:00 AM,5,5
1759,9,12/10/2019 0:00,6:50:00 AM,4,4
1760,13,12/10/2019 0:00,8:17:00 AM,5,5
1761,1,12/10/2019 0:00,9:09:00 AM,4,4
1762,25,12/10/2019 0:00,9:24:00 AM,4,5
1763,4,12/10/2019 0:00,9:27:00 AM,3,3
1764,20,12/10/2019 0:00,11:06:00 AM,3,3
1765,8,12/10/2019 0:00,11:48:00 AM,5,5
1766,43,12/10/2019 0:00,12:49:00 PM,5,5
1767,31,12/10/2019 0:00,2:09:00 PM,4,4
1768,9,12/10/2019 0:00,5:56:00 PM,4,4
1769,31,12/9/2019 0:00,1:49:00 PM,5,5
1770,9,12/9/2019 0:00,9:32:00 PM,5,5
1771,40,12/9/2019 0:00,6:48:00 AM,5,5
1772,6,12/9/2019 0:00,10:56:00 AM,5,5
1773,15,12/9/2019 0:00,1:50:00 PM,5,5
1774,25,12/7/2019 0:00,3:20:00 AM,4,4
1775,9,12/7/2019 0:00,5:16:00 AM,4,3
1776,40,12/7/2019 0:00,6:23:00 AM,5,5
1777,32,12/7/2019 0:00,7:48:00 AM,4,4
1778,9,12/7/2019 0:00,7:44:00 AM,5,3
1779,9,12/7/2019 0:00,9:45:00 AM,5,5
1780,31,12/7/2019 0:00,10:38:00 AM,4,4
1781,17,12/7/2019 0:00,10:51:00 AM,5,4
1782,18,12/7/2019 0:00,11:42:00 AM,4,4
1783,30,12/7/2019 0:00,1:15:00 PM,5,5
1784,9,12/7/2019 0:00,3:04:00 PM,5,5
1785,42,12/6/2019 0:00,8:55:00 AM,4,5
1786,23,12/6/2019 0:00,10:06:00 AM,5,5
1787,32,12/6/2019 0:00,10:28:00 AM,5,5
1788,16,12/6/2019 0:00,12:28:00 PM,5,5
1789,11,12/6/2019 0:00,3:32:00 PM,3,3
1790,23,12/6/2019 0:00,6:47:00 AM,4,4
1791,40,12/5/2019 0:00,3:33:00 PM,5,5
1792,40,12/5/2019 0:00,6:10:00 PM,4,4
1793,31,12/5/2019 0:00,11:07:00 PM,5,5
1794,22,12/5/2019 0:00,6:26:00 AM,5,5
1795,24,12/5/2019 0:00,10:03:00 AM,4,4
1796,31,12/5/2019 0:00,10:11:00 AM,5,4
1797,23,12/5/2019 0:00,11:01:00 AM,5,5
1798,19,12/5/2019 0:00,12:56:00 PM,4,4
1799,9,12/5/2019 0:00,2:40:00 PM,4,4
1800,31,12/4/2019 0:00,7:11:00 AM,4,4
1801,38,12/4/2019 0:00,7:30:00 AM,4,4
1802,31,12/4/2019 0:00,7:40:00 AM,5,5
1803,40,12/4/2019 0:00,10:17:00 AM,5,5
1804,2,12/4/2019 0:00,11:35:00 AM,5,4
1805,9,12/4/2019 0:00,5:45:00 PM,5,5
1806,3,12/3/2019 0:00,5:09:00 AM,4,5
1807,23,12/3/2019 0:00,6:53:00 AM,4,4
1808,20,12/3/2019 0:00,7:18:00 AM,5,5
1809,9,12/3/2019 0:00,8:13:00 AM,4,5
1810,31,12/3/2019 0:00,8:59:00 AM,4,5
1811,32,12/3/2019 0:00,8:55:00 AM,4,4
1812,26,12/2/2019 0:00,7:43:00 AM,4,4
1813,30,12/2/2019 0:00,12:11:00 PM,5,5
1814,9,12/2/2019 0:00,8:45:00 PM,5,5
1815,9,12/1/2019 0:00,9:25:00 AM,1,3
1816,40,12/1/2019 0:00,6:34:00 PM,5,5
1817,31,11/30/2019 0:00,1:04:00 PM,4,4
1818,25,11/30/2019 0:00,5:30:00 PM,4,5
1819,40,11/29/2019 0:00,5:31:00 AM,1,3
1820,34,11/29/2019 0:00,6:30:00 AM,2,2
1821,37,11/29/2019 0:00,8:25:00 AM,5,5
1822,43,11/29/2019 0:00,3:16:00 PM,5,5
1823,9,11/28/2019 0:00,8:45:00 AM,1,1
1824,13,11/28/2019 0:00,10:41:00 AM,4,4
1825,40,11/28/2019 0:00,12:22:00 PM,5,5
1826,35,11/28/2019 0:00,6:38:00 PM,5,5
1827,25,11/27/2019 0:00,5:38:00 AM,5,5
1828,31,11/27/2019 0:00,8:37:00 AM,5,5
1829,32,11/27/2019 0:00,8:39:00 AM,5,5
1830,9,11/27/2019 0:00,10:04:00 AM,3,3
1831,9,11/27/2019 0:00,12:41:00 PM,5,5
1832,9,11/26/2019 0:00,6:32:00 AM,4,4
1833,4,11/26/2019 0:00,7:14:00 AM,4,4
1834,23,11/26/2019 0:00,9:19:00 AM,5,5
1835,31,11/26/2019 0:00,10:35:00 AM,5,5
1836,2,11/26/2019 0:00,5:09:00 PM,5,5
1837,43,11/26/2019 0:00,8:23:00 PM,4,4
1838,31,11/26/2019 0:00,6:31:00 AM,5,5
1839,40,11/26/2019 0:00,5:08:00 AM,5,5
1840,25,11/25/2019 0:00,9:35:00 PM,5,5
1841,23,11/24/2019 0:00,5:56:00 AM,5,5
1842,25,11/24/2019 0:00,9:05:00 AM,5,5
1843,19,11/24/2019 0:00,10:23:00 AM,5,3
1844,15,11/23/2019 0:00,5:15:00 AM,5,5
1845,38,11/23/2019 0:00,7:44:00 AM,5,5
1846,38,11/23/2019 0:00,1:43:00 PM,5,5
1847,28,11/22/2019 0:00,5:35:00 AM,5,5
1848,34,11/22/2019 0:00,7:16:00 AM,5,5
1849,25,11/22/2019 0:00,7:21:00 AM,5,4
1850,9,11/22/2019 0:00,7:43:00 AM,5,5
1851,15,11/22/2019 0:00,8:40:00 AM,4,4
1852,17,11/22/2019 0:00,11:52:00 PM,5,4
1853,25,11/21/2019 0:00,7:05:00 AM,5,5
1854,26,11/21/2019 0:00,8:22:00 AM,5,5
1855,40,11/21/2019 0:00,8:55:00 AM,5,4
1856,31,11/21/2019 0:00,10:19:00 AM,5,5
1857,40,11/21/2019 0:00,12:27:00 PM,1,1
1858,22,11/21/2019 0:00,7:18:00 PM,4,4
1859,23,11/20/2019 0:00,5:18:00 AM,5,5
1860,9,11/20/2019 0:00,5:10:00 AM,4,4
1861,8,11/20/2019 0:00,7:00:00 AM,5,4
1862,9,11/20/2019 0:00,7:06:00 AM,3,3
1863,22,11/20/2019 0:00,7:41:00 AM,5,4
1864,40,11/20/2019 0:00,8:21:00 AM,5,5
1865,23,11/20/2019 0:00,8:28:00 AM,5,4
1866,23,11/20/2019 0:00,9:29:00 AM,5,5
1867,23,11/20/2019 0:00,9:06:00 AM,5,5
1868,15,11/20/2019 0:00,9:51:00 AM,4,4
1869,9,11/20/2019 0:00,11:52:00 AM,4,4
1870,9,11/20/2019 0:00,1:53:00 PM,5,5
1871,31,11/19/2019 0:00,7:16:00 AM,4,5
1872,23,11/19/2019 0:00,7:42:00 AM,4,4
1873,32,11/19/2019 0:00,7:53:00 AM,5,5
1874,8,11/19/2019 0:00,8:28:00 AM,4,4
1875,25,11/19/2019 0:00,9:15:00 AM,4,4
1876,10,11/19/2019 0:00,11:26:00 AM,5,5
1877,28,11/19/2019 0:00,12:21:00 PM,5,5
1878,31,11/19/2019 0:00,8:13:00 PM,5,5
1879,4,11/19/2019 0:00,6:20:00 AM,5,4
1880,30,11/18/2019 0:00,1:06:00 AM,5,5
1881,32,11/18/2019 0:00,1:02:00 PM,3,3
1882,21,11/17/2019 0:00,8:20:00 AM,5,5
1883,2,11/17/2019 0:00,3:52:00 PM,4,4
1884,27,11/16/2019 0:00,4:03:00 PM,4,3
1885,29,11/16/2019 0:00,11:28:00 PM,4,4
1886,30,11/16/2019 0:00,6:27:00 AM,5,5
1887,4,11/16/2019 0:00,9:14:00 AM,5,5
1888,24,11/16/2019 0:00,9:21:00 AM,5,5
1889,27,11/16/2019 0:00,3:13:00 PM,4,4
1890,42,11/16/2019 0:00,3:41:00 PM,5,4
1891,32,11/15/2019 0:00,11:44:00 AM,5,5
1892,30,11/15/2019 0:00,11:52:00 AM,5,5
1893,9,11/15/2019 0:00,1:28:00 PM,4,4
1894,5,11/15/2019 0:00,6:40:00 PM,5,5
1895,32,11/15/2019 0:00,8:21:00 PM,5,5
1896,9,11/14/2019 0:00,6:04:00 AM,4,5
1897,25,11/14/2019 0:00,8:24:00 AM,2,1
1898,43,11/14/2019 0:00,8:45:00 AM,5,5
1899,9,11/14/2019 0:00,9:21:00 AM,5,5
1900,11,11/14/2019 0:00,8:21:00 PM,4,3
1901,3,11/13/2019 0:00,9:56:00 AM,5,5
1902,25,11/13/2019 0:00,10:55:00 AM,5,5
1903,42,11/13/2019 0:00,11:17:00 AM,5,5
1904,9,11/13/2019 0:00,5:00:00 PM,4,4
1905,23,11/13/2019 0:00,6:03:00 PM,4,4
1906,2,11/13/2019 0:00,7:39:00 PM,5,5
1907,13,11/12/2019 0:00,8:29:00 AM,4,4
1908,19,11/12/2019 0:00,8:49:00 PM,4,4
1909,2,11/11/2019 0:00,8:37:00 AM,5,5
1910,13,11/11/2019 0:00,2:27:00 PM,5,4
1911,32,11/11/2019 0:00,4:52:00 PM,5,5
1912,2,11/10/2019 0:00,7:38:00 PM,4,4
1913,21,11/10/2019 0:00,7:51:00 PM,4,5
1914,31,11/10/2019 0:00,9:17:00 PM,3,3
1915,31,11/10/2019 0:00,10:16:00 PM,4,4
1916,11,11/10/2019 0:00,6:15:00 AM,5,5
1917,9,11/10/2019 0:00,7:27:00 AM,5,5
1918,9,11/10/2019 0:00,9:39:00 AM,5,5
1919,4,11/10/2019 0:00,9:47:00 AM,5,5
1920,13,11/10/2019 0:00,10:50:00 AM,4,4
1921,9,11/10/2019 0:00,2:20:00 PM,5,5
1922,9,11/10/2019 0:00,2:23:00 PM,2,4
1923,29,11/10/2019 0:00,4:10:00 PM,4,4
1924,25,11/9/2019 0:00,6:49:00 AM,5,5
1925,30,11/9/2019 0:00,8:28:00 AM,5,5
1926,23,11/9/2019 0:00,8:51:00 AM,5,4
1927,24,11/9/2019 0:00,8:59:00 AM,5,5
1928,32,11/9/2019 0:00,9:43:00 AM,5,4
1929,40,11/9/2019 0:00,9:54:00 AM,4,4
1930,9,11/9/2019 0:00,2:04:00 PM,5,5
1931,31,11/9/2019 0:00,4:40:00 PM,5,4
1932,40,11/9/2019 0:00,8:15:00 PM,4,4
1933,40,11/8/2019 0:00,11:04:00 AM,4,4
1934,9,11/8/2019 0:00,1:48:00 PM,5,5
1935,9,11/8/2019 0:00,5:56:00 PM,4,4
1936,3,11/8/2019 0:00,5:25:00 AM,5,5
1937,23,11/8/2019 0:00,6:59:00 AM,5,5
1938,9,11/8/2019 0:00,7:43:00 AM,4,4
1939,23,11/8/2019 0:00,8:05:00 AM,5,5
1940,23,11/8/2019 0:00,10:09:00 AM,5,5
1941,31,11/8/2019 0:00,10:49:00 AM,5,5
1942,9,11/7/2019 0:00,8:20:00 AM,5,5
1943,22,11/7/2019 0:00,7:54:00 AM,5,4
1944,9,11/7/2019 0:00,8:30:00 AM,5,5
1945,9,11/7/2019 0:00,11:14:00 AM,5,5
1946,9,11/7/2019 0:00,12:25:00 PM,4,4
1947,9,11/7/2019 0:00,1:19:00 PM,5,5
